Date,Date,Region,Confirmed_Cases,Active_Cases,Cured/Discharged,Death,Forecasted,Forecasted_high,Forecasted_low,Confiremd_Cases_Daywise,Forecasted_Cases_Daywise,Forecasted_Cases_high_Daywise,Forecasted_Cases_low_Daywise
18-04-2020,18-04-2020,Manipur,2,1,1.0,0.0,,,,0,,,
19-04-2020,19-04-2020,Manipur,2,1,1.0,0.0,,,,0,,,
20-04-2020,20-04-2020,Manipur,2,1,1.0,0.0,,,,0,,,
21-04-2020,21-04-2020,Manipur,2,0,2.0,0.0,,,,0,,,
22-04-2020,22-04-2020,Manipur,2,0,2.0,0.0,,,,0,,,
23-04-2020,23-04-2020,Manipur,2,0,2.0,0.0,,,,0,,,
24-04-2020,24-04-2020,Manipur,2,0,2.0,0.0,,,,0,,,
25-04-2020,25-04-2020,Manipur,2,0,2.0,0.0,,,,0,,,
26-04-2020,26-04-2020,Manipur,2,0,2.0,0.0,,,,0,,,
27-04-2020,27-04-2020,Manipur,2,0,2.0,0.0,,,,0,,,
28-04-2020,28-04-2020,Manipur,2,0,2.0,0.0,,,,0,,,
29-04-2020,29-04-2020,Manipur,2,0,2.0,0.0,,,,0,,,
30-04-2020,30-04-2020,Manipur,2,0,2.0,0.0,,,,0,,,
01-05-2020,01-05-2020,Manipur,2,0,2.0,0.0,,,,0,,,
02-05-2020,02-05-2020,Manipur,2,0,2.0,0.0,,,,0,,,
03-05-2020,03-05-2020,Manipur,2,0,2.0,0.0,,,,0,,,
04-05-2020,04-05-2020,Manipur,2,0,2.0,0.0,,,,0,,,
05-05-2020,05-05-2020,Manipur,2,0,2.0,0.0,,,,0,,,
06-05-2020,06-05-2020,Manipur,2,0,2.0,0.0,,,,0,,,
07-05-2020,07-05-2020,Manipur,2,0,2.0,0.0,,,,0,,,
08-05-2020,08-05-2020,Manipur,2,0,2.0,0.0,,,,0,,,
09-05-2020,09-05-2020,Manipur,2,0,2.0,0.0,,,,0,,,
10-05-2020,10-05-2020,Manipur,2,0,2.0,0.0,,,,0,,,
11-05-2020,11-05-2020,Manipur,2,0,2.0,0.0,,,,0,,,
12-05-2020,12-05-2020,Manipur,2,0,2.0,0.0,,,,0,,,
13-05-2020,13-05-2020,Manipur,2,0,2.0,0.0,,,,0,,,
14-05-2020,14-05-2020,Manipur,2,0,2.0,0.0,,,,0,,,
15-05-2020,15-05-2020,Manipur,3,1,2.0,0.0,,,,1,,,
16-05-2020,16-05-2020,Manipur,3,1,2.0,0.0,,,,0,,,
17-05-2020,17-05-2020,Manipur,7,5,2.0,0.0,,,,4,,,
18-05-2020,18-05-2020,Manipur,7,5,2.0,0.0,,,,0,,,
19-05-2020,19-05-2020,Manipur,7,5,2.0,0.0,,,,0,,,
20-05-2020,20-05-2020,Manipur,9,7,2.0,0.0,,,,2,,,
21-05-2020,21-05-2020,Manipur,25,23,2.0,0.0,,,,16,,,
22-05-2020,22-05-2020,Manipur,25,23,2.0,0.0,,,,0,,,
23-05-2020,23-05-2020,Manipur,26,24,2.0,0.0,,,,1,,,
24-05-2020,24-05-2020,Manipur,29,25,4.0,0.0,,,,3,,,
25-05-2020,25-05-2020,Manipur,32,28,4.0,0.0,,,,3,,,
26-05-2020,26-05-2020,Manipur,39,35,4.0,0.0,,,,7,,,
27-05-2020,27-05-2020,Manipur,39,35,4.0,0.0,,,,0,,,
28-05-2020,28-05-2020,Manipur,44,40,4.0,0.0,,,,5,,,
29-05-2020,29-05-2020,Manipur,55,50,5.0,0.0,,,,11,,,
30-05-2020,30-05-2020,Manipur,59,51,8.0,0.0,,,,4,,,
31-05-2020,31-05-2020,Manipur,62,54,8.0,0.0,,,,3,,,
01-06-2020,01-06-2020,Manipur,71,60,11.0,0.0,,,,9,,,
02-06-2020,02-06-2020,Manipur,83,72,11.0,0.0,,,,12,,,
03-06-2020,03-06-2020,Manipur,89,75,14.0,0.0,,,,6,,,
04-06-2020,04-06-2020,Manipur,118,80,38.0,0.0,,,,29,,,
05-06-2020,05-06-2020,Manipur,124,86,38.0,0.0,,,,6,,,
06-06-2020,06-06-2020,Manipur,132,91,41.0,0.0,,,,8,,,
07-06-2020,07-06-2020,Manipur,157,105,52.0,0.0,,,,25,,,
08-06-2020,08-06-2020,Manipur,172,120,52.0,0.0,,,,15,,,
09-06-2020,09-06-2020,Manipur,272,214,58.0,0.0,,,,100,,,
10-06-2020,10-06-2020,Manipur,304,243,61.0,0.0,,,,32,,,
11-06-2020,11-06-2020,Manipur,311,248,63.0,0.0,,,,7,,,
12-06-2020,12-06-2020,Manipur,366,293,73.0,0.0,,,,55,,,
13-06-2020,13-06-2020,Manipur,385,308,77.0,0.0,,,,19,,,
14-06-2020,14-06-2020,Manipur,449,358,91.0,0.0,,,,64,,,
15-06-2020,15-06-2020,Manipur,458,367,91.0,0.0,,,,9,,,
16-06-2020,16-06-2020,Manipur,490,339,151.0,0.0,,,,32,,,
17-06-2020,17-06-2020,Manipur,500,341,159.0,0.0,,,,10,,,
18-06-2020,18-06-2020,Manipur,552,360,192.0,0.0,,,,52,,,
19-06-2020,19-06-2020,Manipur,606,407,199.0,0.0,,,,54,,,
20-06-2020,20-06-2020,Manipur,681,463,218.0,0.0,,,,75,,,
21-06-2020,21-06-2020,Manipur,777,545,232.0,0.0,,,,96,,,
22-06-2020,22-06-2020,Manipur,841,591,250.0,0.0,,,,64,,,
23-06-2020,23-06-2020,Manipur,898,648,250.0,0.0,,,,57,,,
24-06-2020,24-06-2020,Manipur,921,663,258.0,0.0,,,,23,,,
25-06-2020,25-06-2020,Manipur,970,642,328.0,0.0,,,,49,,,
26-06-2020,26-06-2020,Manipur,1056,702,354.0,0.0,,,,86,,,
27-06-2020,27-06-2020,Manipur,1075,682,393.0,0.0,,,,19,,,
28-06-2020,28-06-2020,Manipur,1092,660,432.0,0.0,,,,17,,,
29-06-2020,29-06-2020,Manipur,1185,730,455.0,0.0,,,,93,,,
30-06-2020,30-06-2020,Manipur,1227,733,494.0,0.0,,,,42,,,
01-07-2020,01-07-2020,Manipur,1234,681,553.0,0.0,,,,7,,,
02-07-2020,02-07-2020,Manipur,1260,681,579.0,0.0,,,,26,,,
03-07-2020,03-07-2020,Manipur,1279,662,617.0,0.0,,,,19,,,
04-07-2020,04-07-2020,Manipur,1316,677,639.0,0.0,,,,37,,,
05-07-2020,05-07-2020,Manipur,1325,658,667.0,0.0,,,,9,,,
06-07-2020,06-07-2020,Manipur,1366,678,688.0,0.0,,,,41,,,
07-07-2020,07-07-2020,Manipur,1390,656,734.0,0.0,,,,24,,,
08-07-2020,08-07-2020,Manipur,1430,659,771.0,0.0,,,,40,,,
09-07-2020,09-07-2020,Manipur,1435,642,793.0,0.0,,,,5,,,
10-07-2020,10-07-2020,Manipur,1450,651,799.0,0.0,,,,15,,,
11-07-2020,11-07-2020,Manipur,1582,750,832.0,0.0,,,,132,,,
12-07-2020,12-07-2020,Manipur,1593,750,843.0,0.0,,,,11,,,
13-07-2020,13-07-2020,Manipur,1609,713,896.0,0.0,,,,16,,,
14-07-2020,14-07-2020,Manipur,1626,656,970.0,0.0,,,,17,,,
15-07-2020,15-07-2020,Manipur,1672,702,970.0,0.0,,,,46,,,
16-07-2020,16-07-2020,Manipur,1700,711,989.0,0.0,,,,28,,,
17-07-2020,17-07-2020,Manipur,1764,635,1129.0,0.0,,,,64,,,
18-07-2020,18-07-2020,Manipur,1800,637,1163.0,0.0,,,,36,,,
19-07-2020,19-07-2020,Manipur,1891,709,1182.0,0.0,,,,91,,,
20-07-2020,20-07-2020,Manipur,1911,698,1213.0,0.0,,,,20,,,
21-07-2020,21-07-2020,Manipur,1925,618,1307.0,0.0,,,,14,,,
22-07-2020,22-07-2020,Manipur,2015,615,1400.0,0.0,,,,90,,,
23-07-2020,23-07-2020,Manipur,2060,632,1428.0,0.0,,,,45,,,
24-07-2020,24-07-2020,Manipur,2115,649,1466.0,0.0,,,,55,,,
25-07-2020,25-07-2020,Manipur,2146,655,1491.0,0.0,,,,31,,,
26-07-2020,26-07-2020,Manipur,2176,652,1524.0,0.0,,,,30,,,
27-07-2020,27-07-2020,Manipur,2235,681,1554.0,0.0,,,,59,,,
28-07-2020,28-07-2020,Manipur,2286,690,1596.0,0.0,,,,51,,,
29-07-2020,29-07-2020,Manipur,2317,705,1612.0,0.0,,,,31,,,
30-07-2020,30-07-2020,Manipur,,,,,2322.0,2358.4327738583866,2285.552165383578,,,,
31-07-2020,31-07-2020,Manipur,,,,,2381.0,2433.2876103217204,2328.1160667988543,,59.0,74.85483646333387,42.56390141527618
01-08-2020,01-08-2020,Manipur,,,,,2437.0,2505.8642331069477,2367.4418402222545,,56.0,72.5766227852273,39.32577342340028
02-08-2020,02-08-2020,Manipur,,,,,2477.0,2564.3752934132576,2388.7798011661066,,40.0,58.5110603063099,21.337960943852067
03-08-2020,03-08-2020,Manipur,,,,,2514.0,2619.4461183559088,2408.7000286911816,,37.0,55.07082494265114,19.920227525075006
04-08-2020,04-08-2020,Manipur,,,,,2568.0,2693.804610197521,2442.347403057019,,54.0,74.35849184161225,33.64737436583755
05-08-2020,05-08-2020,Manipur,,,,,2632.0,2779.750903403608,2484.549554018646,,64.0,85.94629320608692,42.20215096162701
06-08-2020,06-08-2020,Manipur,,,,,2679.0,2851.5575282736445,2506.5357693699643,,47.0,71.80662487003656,21.98621535131815
07-08-2020,07-08-2020,Manipur,,,,,2717.0,2917.2727741982967,2516.9560583625157,,38.0,65.71524592465221,10.420288992551377
08-08-2020,08-08-2020,Manipur,,,,,2771.0,2997.5806921509234,2545.2903074162464,,54.0,80.30791795262667,28.334249053730673
09-08-2020,09-08-2020,Manipur,,,,,2833.0,3084.6436875188474,2580.6939317824854,,62.0,87.06299536792403,35.403624366239
10-08-2020,10-08-2020,Manipur,,,,,2881.0,3161.2132015547736,2600.3690570500335,,48.0,76.5695140359262,19.675125267548083
11-08-2020,11-08-2020,Manipur,,,,,2924.0,3234.944642207581,2612.841099352922,,43.0,73.73144065280758,12.47204230288844
12-08-2020,12-08-2020,Manipur,,,,,2981.0,3322.5924802509126,2638.60574479948,,57.0,87.64783804333138,25.764645446558006
13-08-2020,13-08-2020,Manipur,,,,,3043.0,3415.664902214571,2669.8379284346674,,62.0,93.0724219636586,31.23218363518754
14-08-2020,14-08-2020,Manipur,,,,,3091.0,3496.9209050869163,2686.076207227425,,48.0,81.2560028723451,16.238278792757683
15-08-2020,15-08-2020,Manipur,,,,,3136.0,3575.410327379822,2696.3534835222936,,45.0,78.4894222929056,10.277276294868443
16-08-2020,16-08-2020,Manipur,,,,,3194.0,3667.9699354746117,2720.6603260794054,,58.0,92.55960809478984,24.30684255711185
17-08-2020,17-08-2020,Manipur,,,,,3258.0,3765.833412449864,2749.585430112341,,64.0,97.86347697525252,28.92510403293545
18-08-2020,18-08-2020,Manipur,,,,,3309.0,3852.8438420828065,2764.222713130503,,51.0,87.0104296329423,14.63728301816218
19-08-2020,19-08-2020,Manipur,,,,,3355.0,3937.1802544074717,2773.467605404019,,46.0,84.33641232466516,9.244892273516143
20-08-2020,20-08-2020,Manipur,,,,,3415.0,4034.1838031404386,2795.4025595433777,,60.0,97.00354873296692,21.934954139358524
21-08-2020,21-08-2020,Manipur,,,,,3479.0,4135.84625207783,2821.5893618516475,,64.0,101.66244893739167,26.186802308269762
22-08-2020,22-08-2020,Manipur,,,,,3531.0,4227.538880162083,2834.8478673261498,,52.0,91.69262808425265,13.258505474502272
23-08-2020,23-08-2020,Manipur,,,,,3580.0,4317.300904553244,2843.5846627199517,,49.0,89.7620243911615,8.736795393801913
24-08-2020,24-08-2020,Manipur,,,,,3642.0,4419.021678084834,2864.0914919891898,,62.0,101.72077353158966,20.506829269238096
25-08-2020,25-08-2020,Manipur,,,,,3706.0,4524.6323754115165,2887.9650398120534,,64.0,105.61069732668238,23.873547822863657
26-08-2020,26-08-2020,Manipur,,,,,3760.0,4620.792085094543,2899.784480924284,,54.0,96.15970968302645,11.819441112230379
27-08-2020,27-08-2020,Manipur,,,,,3812.0,4715.453725401113,2907.89836976247,,52.0,94.66164030657,8.113888838186085
15-04-2020,15-04-2020,Meghalaya,1,1,0.0,0.0,,,,,,,
16-04-2020,16-04-2020,Meghalaya,7,6,0.0,1.0,,,,6,,,
17-04-2020,17-04-2020,Meghalaya,7,6,0.0,1.0,,,,0,,,
18-04-2020,18-04-2020,Meghalaya,9,8,0.0,1.0,,,,2,,,
19-04-2020,19-04-2020,Meghalaya,11,10,0.0,1.0,,,,2,,,
20-04-2020,20-04-2020,Meghalaya,11,10,0.0,1.0,,,,0,,,
21-04-2020,21-04-2020,Meghalaya,11,10,0.0,1.0,,,,0,,,
22-04-2020,22-04-2020,Meghalaya,12,11,0.0,1.0,,,,1,,,
23-04-2020,23-04-2020,Meghalaya,12,11,0.0,1.0,,,,0,,,
24-04-2020,24-04-2020,Meghalaya,12,11,0.0,1.0,,,,0,,,
25-04-2020,25-04-2020,Meghalaya,12,11,0.0,1.0,,,,0,,,
26-04-2020,26-04-2020,Meghalaya,12,11,0.0,1.0,,,,0,,,
27-04-2020,27-04-2020,Meghalaya,12,11,0.0,1.0,,,,0,,,
28-04-2020,28-04-2020,Meghalaya,12,11,0.0,1.0,,,,0,,,
29-04-2020,29-04-2020,Meghalaya,12,11,0.0,1.0,,,,0,,,
30-04-2020,30-04-2020,Meghalaya,12,11,0.0,1.0,,,,0,,,
01-05-2020,01-05-2020,Meghalaya,12,11,0.0,1.0,,,,0,,,
02-05-2020,02-05-2020,Meghalaya,12,11,0.0,1.0,,,,0,,,
03-05-2020,03-05-2020,Meghalaya,12,11,0.0,1.0,,,,0,,,
04-05-2020,04-05-2020,Meghalaya,12,11,0.0,1.0,,,,0,,,
05-05-2020,05-05-2020,Meghalaya,12,11,0.0,1.0,,,,0,,,
06-05-2020,06-05-2020,Meghalaya,12,1,10.0,1.0,,,,0,,,
07-05-2020,07-05-2020,Meghalaya,12,1,10.0,1.0,,,,0,,,
08-05-2020,08-05-2020,Meghalaya,12,1,10.0,1.0,,,,0,,,
09-05-2020,09-05-2020,Meghalaya,12,1,10.0,1.0,,,,0,,,
10-05-2020,10-05-2020,Meghalaya,13,2,10.0,1.0,,,,1,,,
11-05-2020,11-05-2020,Meghalaya,13,2,10.0,1.0,,,,0,,,
12-05-2020,12-05-2020,Meghalaya,13,2,10.0,1.0,,,,0,,,
13-05-2020,13-05-2020,Meghalaya,13,2,10.0,1.0,,,,0,,,
14-05-2020,14-05-2020,Meghalaya,13,2,10.0,1.0,,,,0,,,
15-05-2020,15-05-2020,Meghalaya,13,1,11.0,1.0,,,,0,,,
16-05-2020,16-05-2020,Meghalaya,13,1,11.0,1.0,,,,0,,,
17-05-2020,17-05-2020,Meghalaya,13,1,11.0,1.0,,,,0,,,
18-05-2020,18-05-2020,Meghalaya,13,1,11.0,1.0,,,,0,,,
19-05-2020,19-05-2020,Meghalaya,13,1,11.0,1.0,,,,0,,,
20-05-2020,20-05-2020,Meghalaya,13,0,12.0,1.0,,,,0,,,
21-05-2020,21-05-2020,Meghalaya,14,1,12.0,1.0,,,,1,,,
22-05-2020,22-05-2020,Meghalaya,14,1,12.0,1.0,,,,0,,,
23-05-2020,23-05-2020,Meghalaya,14,1,12.0,1.0,,,,0,,,
24-05-2020,24-05-2020,Meghalaya,14,1,12.0,1.0,,,,0,,,
25-05-2020,25-05-2020,Meghalaya,14,1,12.0,1.0,,,,0,,,
26-05-2020,26-05-2020,Meghalaya,14,1,12.0,1.0,,,,0,,,
27-05-2020,27-05-2020,Meghalaya,15,2,12.0,1.0,,,,1,,,
28-05-2020,28-05-2020,Meghalaya,20,7,12.0,1.0,,,,5,,,
29-05-2020,29-05-2020,Meghalaya,21,8,12.0,1.0,,,,1,,,
30-05-2020,30-05-2020,Meghalaya,27,14,12.0,1.0,,,,6,,,
31-05-2020,31-05-2020,Meghalaya,27,14,12.0,1.0,,,,0,,,
01-06-2020,01-06-2020,Meghalaya,27,14,12.0,1.0,,,,0,,,
02-06-2020,02-06-2020,Meghalaya,27,14,12.0,1.0,,,,0,,,
03-06-2020,03-06-2020,Meghalaya,27,14,12.0,1.0,,,,0,,,
04-06-2020,04-06-2020,Meghalaya,33,19,13.0,1.0,,,,6,,,
05-06-2020,05-06-2020,Meghalaya,33,19,13.0,1.0,,,,0,,,
06-06-2020,06-06-2020,Meghalaya,33,19,13.0,1.0,,,,0,,,
07-06-2020,07-06-2020,Meghalaya,33,19,13.0,1.0,,,,0,,,
08-06-2020,08-06-2020,Meghalaya,36,22,13.0,1.0,,,,3,,,
09-06-2020,09-06-2020,Meghalaya,36,22,13.0,1.0,,,,0,,,
10-06-2020,10-06-2020,Meghalaya,43,29,13.0,1.0,,,,7,,,
11-06-2020,11-06-2020,Meghalaya,44,30,13.0,1.0,,,,1,,,
12-06-2020,12-06-2020,Meghalaya,44,25,18.0,1.0,,,,0,,,
13-06-2020,13-06-2020,Meghalaya,44,21,22.0,1.0,,,,0,,,
14-06-2020,14-06-2020,Meghalaya,44,21,22.0,1.0,,,,0,,,
15-06-2020,15-06-2020,Meghalaya,44,18,25.0,1.0,,,,0,,,
16-06-2020,16-06-2020,Meghalaya,44,18,25.0,1.0,,,,0,,,
17-06-2020,17-06-2020,Meghalaya,44,18,25.0,1.0,,,,0,,,
18-06-2020,18-06-2020,Meghalaya,44,13,30.0,1.0,,,,0,,,
19-06-2020,19-06-2020,Meghalaya,44,13,30.0,1.0,,,,0,,,
20-06-2020,20-06-2020,Meghalaya,44,10,33.0,1.0,,,,0,,,
21-06-2020,21-06-2020,Meghalaya,44,10,33.0,1.0,,,,0,,,
22-06-2020,22-06-2020,Meghalaya,44,10,33.0,1.0,,,,0,,,
23-06-2020,23-06-2020,Meghalaya,44,6,37.0,1.0,,,,0,,,
24-06-2020,24-06-2020,Meghalaya,46,8,37.0,1.0,,,,2,,,
25-06-2020,25-06-2020,Meghalaya,46,3,42.0,1.0,,,,0,,,
26-06-2020,26-06-2020,Meghalaya,46,3,42.0,1.0,,,,0,,,
27-06-2020,27-06-2020,Meghalaya,47,4,42.0,1.0,,,,1,,,
28-06-2020,28-06-2020,Meghalaya,47,4,42.0,1.0,,,,0,,,
29-06-2020,29-06-2020,Meghalaya,47,4,42.0,1.0,,,,0,,,
30-06-2020,30-06-2020,Meghalaya,47,4,42.0,1.0,,,,0,,,
01-07-2020,01-07-2020,Meghalaya,52,9,42.0,1.0,,,,5,,,
02-07-2020,02-07-2020,Meghalaya,52,9,42.0,1.0,,,,0,,,
03-07-2020,03-07-2020,Meghalaya,56,13,42.0,1.0,,,,4,,,
04-07-2020,04-07-2020,Meghalaya,62,18,43.0,1.0,,,,6,,,
05-07-2020,05-07-2020,Meghalaya,62,18,43.0,1.0,,,,0,,,
06-07-2020,06-07-2020,Meghalaya,62,18,43.0,1.0,,,,0,,,
07-07-2020,07-07-2020,Meghalaya,80,36,43.0,1.0,,,,18,,,
08-07-2020,08-07-2020,Meghalaya,80,36,43.0,1.0,,,,0,,,
09-07-2020,09-07-2020,Meghalaya,80,36,43.0,1.0,,,,0,,,
10-07-2020,10-07-2020,Meghalaya,113,45,66.0,2.0,,,,33,,,
11-07-2020,11-07-2020,Meghalaya,207,139,66.0,2.0,,,,94,,,
12-07-2020,12-07-2020,Meghalaya,207,139,66.0,2.0,,,,0,,,
13-07-2020,13-07-2020,Meghalaya,306,238,66.0,2.0,,,,99,,,
14-07-2020,14-07-2020,Meghalaya,318,250,66.0,2.0,,,,12,,,
15-07-2020,15-07-2020,Meghalaya,318,250,66.0,2.0,,,,0,,,
16-07-2020,16-07-2020,Meghalaya,346,278,66.0,2.0,,,,28,,,
17-07-2020,17-07-2020,Meghalaya,377,309,66.0,2.0,,,,31,,,
18-07-2020,18-07-2020,Meghalaya,403,335,66.0,2.0,,,,26,,,
19-07-2020,19-07-2020,Meghalaya,418,350,66.0,2.0,,,,15,,,
20-07-2020,20-07-2020,Meghalaya,450,382,66.0,2.0,,,,32,,,
21-07-2020,21-07-2020,Meghalaya,466,396,66.0,4.0,,,,16,,,
22-07-2020,22-07-2020,Meghalaya,490,416,70.0,4.0,,,,24,,,
23-07-2020,23-07-2020,Meghalaya,514,433,77.0,4.0,,,,24,,,
24-07-2020,24-07-2020,Meghalaya,534,452,78.0,4.0,,,,20,,,
25-07-2020,25-07-2020,Meghalaya,588,496,87.0,5.0,,,,54,,,
26-07-2020,26-07-2020,Meghalaya,646,547,94.0,5.0,,,,58,,,
27-07-2020,27-07-2020,Meghalaya,702,562,135.0,5.0,,,,56,,,
28-07-2020,28-07-2020,Meghalaya,738,547,186.0,5.0,,,,36,,,
29-07-2020,29-07-2020,Meghalaya,779,580,194.0,5.0,,,,41,,,
30-07-2020,30-07-2020,Meghalaya,,,,,775.0,798.7351893733774,751.8446148011601,,,,
31-07-2020,31-07-2020,Meghalaya,,,,,795.0,829.071494630636,760.4593570949384,,20.0,30.336305257258687,8.61474229377825
01-08-2020,01-08-2020,Meghalaya,,,,,830.0,881.9766875855086,777.2717502315683,,35.0,52.90519295487252,16.812393136629908
02-08-2020,02-08-2020,Meghalaya,,,,,875.0,945.0030342803681,805.3233957572514,,45.0,63.02634669485951,28.05164552568317
03-08-2020,03-08-2020,Meghalaya,,,,,914.0,997.4890705988225,830.498720121215,,39.0,52.48603631845447,25.17532436396357
04-08-2020,04-08-2020,Meghalaya,,,,,947.0,1044.1443822728604,850.6709785191039,,33.0,46.655311674037875,20.172258397888868
05-08-2020,05-08-2020,Meghalaya,,,,,984.0,1096.140328487074,872.7324416247612,,37.0,51.99594621421352,22.061463105657367
06-08-2020,06-08-2020,Meghalaya,,,,,1025.0,1152.4101019294694,897.5933696976163,,41.0,56.26977344239549,24.860928072855017
07-08-2020,07-08-2020,Meghalaya,,,,,1064.0,1207.2957652115076,921.6061465864065,,39.0,54.885663282038195,24.0127768887902
08-08-2020,08-08-2020,Meghalaya,,,,,1103.0,1260.974397502571,944.0702012142567,,39.0,53.67863229106342,22.46405462785026
09-08-2020,09-08-2020,Meghalaya,,,,,1142.0,1316.34272479122,966.8433856536813,,39.0,55.36832728864897,22.77318443942454
10-08-2020,10-08-2020,Meghalaya,,,,,1182.0,1373.5378167749263,990.366647788312,,40.0,57.195091983706334,23.523262134630727
11-08-2020,11-08-2020,Meghalaya,,,,,1222.0,1431.0984621816438,1013.6920538560147,,40.0,57.56064540671741,23.325406067702716
12-08-2020,12-08-2020,Meghalaya,,,,,1263.0,1488.8526627089498,1036.5377747927712,,41.0,57.75420052730601,22.845720936756493
13-08-2020,13-08-2020,Meghalaya,,,,,1303.0,1547.5291257245617,1059.3853697406716,,40.0,58.676463015611944,22.84759494790046
14-08-2020,14-08-2020,Meghalaya,,,,,1345.0,1607.2606460441145,1082.41414142997,,42.0,59.73152031955283,23.02877168929831
15-08-2020,15-08-2020,Meghalaya,,,,,1387.0,1667.6775558064815,1105.3912239107945,,42.0,60.41690976236691,22.977082480824492
16-08-2020,16-08-2020,Meghalaya,,,,,1428.0,1728.6794652779568,1128.2172919835966,,41.0,61.0019094714753,22.826068072802173
17-08-2020,17-08-2020,Meghalaya,,,,,1471.0,1790.4406937170068,1151.0151211499863,,43.0,61.76122843905,22.797829166389647
18-08-2020,18-08-2020,Meghalaya,,,,,1513.0,1853.016436226796,1173.8515731856533,,42.0,62.57574250978928,22.83645203566698
19-08-2020,19-08-2020,Meghalaya,,,,,1556.0,1916.313254300893,1196.6751271942505,,43.0,63.29681807409702,22.823554008597284
20-08-2020,20-08-2020,Meghalaya,,,,,1600.0,1980.288683705118,1219.4560282458767,,44.0,63.975429404225,22.780901051626188
21-08-2020,21-08-2020,Meghalaya,,,,,1644.0,2044.9798851822607,1242.2270225348143,,44.0,64.69120147714261,22.770994288937572
22-08-2020,22-08-2020,Meghalaya,,,,,1688.0,2110.40343164011,1265.0132383824912,,44.0,65.42354645784917,22.786215847676885
23-08-2020,23-08-2020,Meghalaya,,,,,1732.0,2176.5339234402654,1287.8068088511718,,44.0,66.1304918001556,22.793570468680628
24-08-2020,24-08-2020,Meghalaya,,,,,1777.0,2243.3539024002775,1310.601573595143,,45.0,66.81997896001212,22.7947647439712
25-08-2020,25-08-2020,Meghalaya,,,,,1822.0,2310.868157208832,1333.4083294801126,,45.0,67.5142548085546,22.80675588496956
26-08-2020,26-08-2020,Meghalaya,,,,,1868.0,2379.079103937682,1356.237826032042,,46.0,68.21094672884965,22.829496551929424
27-08-2020,27-08-2020,Meghalaya,,,,,1914.0,2447.9778111574765,1379.0918291014382,,46.0,68.89870721979469,22.854003069396185
26-03-2020,26-03-2020,Mizoram,1,1,0.0,0.0,,,,,,,
27-03-2020,27-03-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
28-03-2020,28-03-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
29-03-2020,29-03-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
30-03-2020,30-03-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
31-03-2020,31-03-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
01-04-2020,01-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
02-04-2020,02-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
03-04-2020,03-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
04-04-2020,04-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
05-04-2020,05-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
06-04-2020,06-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
07-04-2020,07-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
08-04-2020,08-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
09-04-2020,09-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
10-04-2020,10-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
11-04-2020,11-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
12-04-2020,12-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
13-04-2020,13-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
14-04-2020,14-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
15-04-2020,15-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
16-04-2020,16-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
17-04-2020,17-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
18-04-2020,18-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
19-04-2020,19-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
20-04-2020,20-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
21-04-2020,21-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
22-04-2020,22-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
23-04-2020,23-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
24-04-2020,24-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
25-04-2020,25-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
26-04-2020,26-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
27-04-2020,27-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
28-04-2020,28-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
29-04-2020,29-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
30-04-2020,30-04-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
01-05-2020,01-05-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
02-05-2020,02-05-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
03-05-2020,03-05-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
04-05-2020,04-05-2020,Mizoram,1,1,0.0,0.0,,,,0,,,
