Date,Date,Region,Confirmed_Cases,Active_Cases,Cured/Discharged,Death,Forecasted,Forecasted_high,Forecasted_low
29-04-2020,29-04-2020,Punjab,322,232,71.0,19.0,,,
30-04-2020,30-04-2020,Punjab,357,248,90.0,19.0,,,
01-05-2020,01-05-2020,Punjab,357,248,90.0,19.0,,,
02-05-2020,02-05-2020,Punjab,480,371,90.0,19.0,,,
03-05-2020,03-05-2020,Punjab,772,640,112.0,20.0,,,
04-05-2020,04-05-2020,Punjab,1102,964,117.0,21.0,,,
05-05-2020,05-05-2020,Punjab,1233,1089,121.0,23.0,,,
06-05-2020,06-05-2020,Punjab,1451,1293,133.0,25.0,,,
07-05-2020,07-05-2020,Punjab,1516,1354,135.0,27.0,,,
08-05-2020,08-05-2020,Punjab,1644,1467,149.0,28.0,,,
09-05-2020,09-05-2020,Punjab,1731,1550,152.0,29.0,,,
10-05-2020,10-05-2020,Punjab,1762,1574,157.0,31.0,,,
11-05-2020,11-05-2020,Punjab,1823,1626,166.0,31.0,,,
12-05-2020,12-05-2020,Punjab,1877,1678,168.0,31.0,,,
13-05-2020,13-05-2020,Punjab,1914,1711,171.0,32.0,,,
14-05-2020,14-05-2020,Punjab,1924,1692,200.0,32.0,,,
15-05-2020,15-05-2020,Punjab,1935,1680,223.0,32.0,,,
16-05-2020,16-05-2020,Punjab,1935,1598,305.0,32.0,,,
17-05-2020,17-05-2020,Punjab,1946,657,1257.0,32.0,,,
18-05-2020,18-05-2020,Punjab,1964,563,1366.0,35.0,,,
19-05-2020,19-05-2020,Punjab,1980,396,1547.0,37.0,,,
20-05-2020,20-05-2020,Punjab,2002,322,1642.0,38.0,,,
21-05-2020,21-05-2020,Punjab,2005,173,1794.0,38.0,,,
22-05-2020,22-05-2020,Punjab,2028,170,1819.0,39.0,,,
23-05-2020,23-05-2020,Punjab,2029,143,1847.0,39.0,,,
24-05-2020,24-05-2020,Punjab,2045,136,1870.0,39.0,,,
25-05-2020,25-05-2020,Punjab,2060,122,1898.0,40.0,,,
26-05-2020,26-05-2020,Punjab,2060,122,1898.0,40.0,,,
27-05-2020,27-05-2020,Punjab,2106,148,1918.0,40.0,,,
28-05-2020,28-05-2020,Punjab,2139,181,1918.0,40.0,,,
29-05-2020,29-05-2020,Punjab,2158,172,1946.0,40.0,,,
30-05-2020,30-05-2020,Punjab,2197,206,1949.0,42.0,,,
31-05-2020,31-05-2020,Punjab,2233,222,1967.0,44.0,,,
01-06-2020,01-06-2020,Punjab,2263,231,1987.0,45.0,,,
02-06-2020,02-06-2020,Punjab,2301,256,2000.0,45.0,,,
03-06-2020,03-06-2020,Punjab,2342,279,2017.0,46.0,,,
04-06-2020,04-06-2020,Punjab,2376,300,2029.0,47.0,,,
05-06-2020,05-06-2020,Punjab,2415,325,2043.0,47.0,,,
06-06-2020,06-06-2020,Punjab,2461,344,2069.0,48.0,,,
07-06-2020,07-06-2020,Punjab,2515,373,2092.0,50.0,,,
08-06-2020,08-06-2020,Punjab,2608,451,2106.0,51.0,,,
09-06-2020,09-06-2020,Punjab,2663,482,2128.0,53.0,,,
10-06-2020,10-06-2020,Punjab,2719,497,2167.0,55.0,,,
11-06-2020,11-06-2020,Punjab,2805,518,2232.0,55.0,,,
12-06-2020,12-06-2020,Punjab,2887,569,2259.0,59.0,,,
13-06-2020,13-06-2020,Punjab,2986,641,2282.0,63.0,,,
14-06-2020,14-06-2020,Punjab,3063,671,2327.0,65.0,,,
15-06-2020,15-06-2020,Punjab,3140,717,2356.0,67.0,,,
16-06-2020,16-06-2020,Punjab,3267,753,2443.0,71.0,,,
17-06-2020,17-06-2020,Punjab,3371,838,2461.0,72.0,,,
18-06-2020,18-06-2020,Punjab,3497,881,2538.0,78.0,,,
19-06-2020,19-06-2020,Punjab,3615,962,2570.0,83.0,,,
20-06-2020,20-06-2020,Punjab,3832,1104,2636.0,92.0,,,
21-06-2020,21-06-2020,Punjab,3952,1176,2678.0,98.0,,,
22-06-2020,22-06-2020,Punjab,4074,1275,2700.0,99.0,,,
23-06-2020,23-06-2020,Punjab,4235,1309,2825.0,101.0,,,
24-06-2020,24-06-2020,Punjab,4397,1245,3047.0,105.0,,,
25-06-2020,25-06-2020,Punjab,4627,1415,3099.0,113.0,,,
26-06-2020,26-06-2020,Punjab,4769,1457,3192.0,120.0,,,
27-06-2020,27-06-2020,Punjab,4957,1634,3201.0,122.0,,,
28-06-2020,28-06-2020,Punjab,5056,1608,3320.0,128.0,,,
29-06-2020,29-06-2020,Punjab,5216,1557,3526.0,133.0,,,
30-06-2020,30-06-2020,Punjab,5418,1516,3764.0,138.0,,,
01-07-2020,01-07-2020,Punjab,5568,1557,3867.0,144.0,,,
02-07-2020,02-07-2020,Punjab,5668,1652,3867.0,149.0,,,
03-07-2020,03-07-2020,Punjab,5784,1488,4144.0,152.0,,,
04-07-2020,04-07-2020,Punjab,5937,1514,4266.0,157.0,,,
05-07-2020,05-07-2020,Punjab,6109,1641,4306.0,162.0,,,
06-07-2020,06-07-2020,Punjab,6283,1711,4408.0,164.0,,,
07-07-2020,07-07-2020,Punjab,6491,1828,4494.0,169.0,,,
08-07-2020,08-07-2020,Punjab,6749,2020,4554.0,175.0,,,
09-07-2020,09-07-2020,Punjab,6907,1901,4828.0,178.0,,,
10-07-2020,10-07-2020,Punjab,7140,2012,4945.0,183.0,,,
11-07-2020,11-07-2020,Punjab,7357,2153,5017.0,187.0,,,
12-07-2020,12-07-2020,Punjab,7587,2352,5040.0,195.0,,,
13-07-2020,13-07-2020,Punjab,7821,2230,5392.0,199.0,,,
14-07-2020,14-07-2020,Punjab,8178,2388,5586.0,204.0,,,
15-07-2020,15-07-2020,Punjab,8511,2635,5663.0,213.0,,,
16-07-2020,16-07-2020,Punjab,8799,2711,5867.0,221.0,,,
17-07-2020,17-07-2020,Punjab,9094,2587,6277.0,230.0,,,
18-07-2020,18-07-2020,Punjab,9442,2830,6373.0,239.0,,,
19-07-2020,19-07-2020,Punjab,9792,3092,6454.0,246.0,,,
20-07-2020,20-07-2020,Punjab,10100,3311,6535.0,254.0,,,
21-07-2020,21-07-2020,Punjab,10510,3130,7118.0,262.0,,,
22-07-2020,22-07-2020,Punjab,10889,3237,7389.0,263.0,,,
23-07-2020,23-07-2020,Punjab,11301,3391,7641.0,269.0,,,
24-07-2020,24-07-2020,Punjab,11739,3721,7741.0,277.0,,,
25-07-2020,25-07-2020,Punjab,12216,3838,8096.0,282.0,,,
26-07-2020,26-07-2020,Punjab,12684,4096,8297.0,291.0,,,
27-07-2020,27-07-2020,Punjab,13218,4102,8810.0,306.0,,,
28-07-2020,28-07-2020,Punjab,13769,4387,9064.0,318.0,,,
29-07-2020,29-07-2020,Punjab,14378,4290,9752.0,336.0,,,
29-07-2020,29-07-2020,Punjab,,,,,14312.0,14392.469011679183,14230.631978564892
30-07-2020,30-07-2020,Punjab,,,,,14858.0,15014.067355503365,14702.028699168699
31-07-2020,31-07-2020,Punjab,,,,,15408.0,15651.165699193372,15165.819494090594
01-08-2020,01-08-2020,Punjab,,,,,15963.0,16303.031199975318,15622.737206104463
02-08-2020,02-08-2020,Punjab,,,,,16521.0,16968.748071082056,16073.697621977448
03-08-2020,03-08-2020,Punjab,,,,,17084.0,17647.542513093893,16519.47454112925
04-08-2020,04-08-2020,Punjab,,,,,17650.0,18338.779758297995,16960.702731272697
05-08-2020,05-08-2020,Punjab,,,,,18220.0,19041.934135257816,17397.907863844343
06-08-2020,06-08-2020,Punjab,,,,,18794.0,19756.5634875079,17831.532095309634
07-08-2020,07-08-2020,Punjab,,,,,19372.0,20482.290186105995,18261.95305461083
08-08-2020,08-08-2020,Punjab,,,,,19954.0,21218.787295849263,18689.497676950767
09-08-2020,09-08-2020,Punjab,,,,,20540.0,21965.768404520986,19114.45237454616
10-08-2020,10-08-2020,Punjab,,,,,21130.0,22722.98002172267,19537.070637795503
11-08-2020,11-08-2020,Punjab,,,,,21724.0,23490.19579663939,19957.57881751372
12-08-2020,12-08-2020,Punjab,,,,,22322.0,24267.212043868785,20376.18059910318
13-08-2020,13-08-2020,Punjab,,,,,22923.0,25053.844226436304,20793.060519538427
14-08-2020,14-08-2020,Punjab,,,,,23529.0,25849.924151323932,21208.386771837475
15-08-2020,15-08-2020,Punjab,,,,,24139.0,26655.297703997807,21622.313470534187
16-08-2020,16-08-2020,Punjab,,,,,24752.0,27469.822996796804,22034.982503289695
17-08-2020,17-08-2020,Punjab,,,,,25370.0,28293.36883947148,22446.525060353433
18-08-2020,18-08-2020,Punjab,,,,,25991.0,29125.81346364178,22857.06291010546
19-08-2020,19-08-2020,Punjab,,,,,26617.0,29967.043449695513,23266.70947215797
20-08-2020,20-08-2020,Punjab,,,,,27246.0,30816.952816785215,23675.570727358423
21-08-2020,21-08-2020,Punjab,,,,,27880.0,31675.442245494938,24083.745995122765
22-08-2020,22-08-2020,Punjab,,,,,28517.0,32542.418409382535,24491.328601893143
23-08-2020,23-08-2020,Punjab,,,,,29158.0,33417.79339660049,24898.40645951708
24-08-2020,24-08-2020,Punjab,,,,,29803.0,34301.48420660593,25305.062568537443
25-08-2020,25-08-2020,Punjab,,,,,30452.0,35193.4123099018,25711.37545845129
26-08-2020,26-08-2020,Punjab,,,,,31105.0,36093.50326103064,26117.419574716085
12-03-2020,12-03-2020,Rajasthan,3,3,0.0,0.0,,,
13-03-2020,13-03-2020,Rajasthan,3,3,0.0,0.0,,,
14-03-2020,14-03-2020,Rajasthan,3,2,1.0,0.0,,,
15-03-2020,15-03-2020,Rajasthan,4,4,0.0,0.0,,,
16-03-2020,16-03-2020,Rajasthan,4,1,3.0,0.0,,,
17-03-2020,17-03-2020,Rajasthan,4,1,3.0,0.0,,,
18-03-2020,18-03-2020,Rajasthan,4,1,3.0,0.0,,,
19-03-2020,19-03-2020,Rajasthan,7,4,3.0,0.0,,,
20-03-2020,20-03-2020,Rajasthan,7,4,3.0,0.0,,,
21-03-2020,21-03-2020,Rajasthan,17,14,3.0,0.0,,,
22-03-2020,22-03-2020,Rajasthan,24,21,3.0,0.0,,,
23-03-2020,23-03-2020,Rajasthan,28,25,3.0,0.0,,,
24-03-2020,24-03-2020,Rajasthan,33,30,3.0,0.0,,,
25-03-2020,25-03-2020,Rajasthan,32,29,3.0,0.0,,,
26-03-2020,26-03-2020,Rajasthan,38,35,3.0,0.0,,,
27-03-2020,27-03-2020,Rajasthan,41,38,3.0,0.0,,,
28-03-2020,28-03-2020,Rajasthan,54,51,3.0,0.0,,,
29-03-2020,29-03-2020,Rajasthan,54,51,3.0,0.0,,,
30-03-2020,30-03-2020,Rajasthan,57,54,3.0,0.0,,,
31-03-2020,31-03-2020,Rajasthan,74,71,3.0,0.0,,,
01-04-2020,01-04-2020,Rajasthan,93,90,3.0,0.0,,,
02-04-2020,02-04-2020,Rajasthan,108,105,3.0,0.0,,,
03-04-2020,03-04-2020,Rajasthan,133,130,3.0,0.0,,,
04-04-2020,04-04-2020,Rajasthan,179,176,3.0,0.0,,,
05-04-2020,05-04-2020,Rajasthan,200,179,21.0,0.0,,,
06-04-2020,06-04-2020,Rajasthan,253,232,21.0,0.0,,,
07-04-2020,07-04-2020,Rajasthan,288,264,21.0,3.0,,,
08-04-2020,08-04-2020,Rajasthan,328,304,21.0,3.0,,,
09-04-2020,09-04-2020,Rajasthan,381,357,21.0,3.0,,,
10-04-2020,10-04-2020,Rajasthan,463,439,21.0,3.0,,,
11-04-2020,11-04-2020,Rajasthan,553,529,21.0,3.0,,,
12-04-2020,12-04-2020,Rajasthan,700,676,21.0,3.0,,,
13-04-2020,13-04-2020,Rajasthan,772,748,21.0,3.0,,,
14-04-2020,14-04-2020,Rajasthan,873,849,21.0,3.0,,,
15-04-2020,15-04-2020,Rajasthan,969,819,147.0,3.0,,,
16-04-2020,16-04-2020,Rajasthan,1023,873,147.0,3.0,,,
17-04-2020,17-04-2020,Rajasthan,1131,964,164.0,3.0,,,
18-04-2020,18-04-2020,Rajasthan,1229,1035,183.0,11.0,,,
19-04-2020,19-04-2020,Rajasthan,1351,1157,183.0,11.0,,,
20-04-2020,20-04-2020,Rajasthan,1478,1281,183.0,14.0,,,
21-04-2020,21-04-2020,Rajasthan,1576,1346,205.0,25.0,,,
22-04-2020,22-04-2020,Rajasthan,1659,1404,230.0,25.0,,,
23-04-2020,23-04-2020,Rajasthan,1890,1633,230.0,27.0,,,
24-04-2020,24-04-2020,Rajasthan,1964,1707,230.0,27.0,,,
25-04-2020,25-04-2020,Rajasthan,2034,1777,230.0,27.0,,,
26-04-2020,26-04-2020,Rajasthan,2083,1557,493.0,33.0,,,
27-04-2020,27-04-2020,Rajasthan,2185,1634,518.0,33.0,,,
28-04-2020,28-04-2020,Rajasthan,2262,1547,669.0,46.0,,,
29-04-2020,29-04-2020,Rajasthan,2364,1545,768.0,51.0,,,
30-04-2020,30-04-2020,Rajasthan,2438,1619,768.0,51.0,,,
01-05-2020,01-05-2020,Rajasthan,2584,1690,836.0,58.0,,,
02-05-2020,02-05-2020,Rajasthan,2666,1488,1116.0,62.0,,,
03-05-2020,03-05-2020,Rajasthan,2770,1584,1121.0,65.0,,,
04-05-2020,04-05-2020,Rajasthan,2886,1459,1356.0,71.0,,,
05-05-2020,05-05-2020,Rajasthan,3061,1590,1394.0,77.0,,,
06-05-2020,06-05-2020,Rajasthan,3158,1544,1525.0,89.0,,,
07-05-2020,07-05-2020,Rajasthan,3317,1629,1596.0,92.0,,,
08-05-2020,08-05-2020,Rajasthan,3427,1734,1596.0,97.0,,,
09-05-2020,09-05-2020,Rajasthan,3579,1562,1916.0,101.0,,,
10-05-2020,10-05-2020,Rajasthan,3708,1576,2026.0,106.0,,,
11-05-2020,11-05-2020,Rajasthan,3814,1531,2176.0,107.0,,,
12-05-2020,12-05-2020,Rajasthan,3988,1611,2264.0,113.0,,,
13-05-2020,13-05-2020,Rajasthan,4126,1631,2378.0,117.0,,,
14-05-2020,14-05-2020,Rajasthan,4328,1748,2459.0,121.0,,,
15-05-2020,15-05-2020,Rajasthan,4534,1829,2580.0,125.0,,,
16-05-2020,16-05-2020,Rajasthan,4727,1925,2677.0,125.0,,,
17-05-2020,17-05-2020,Rajasthan,4960,1995,2839.0,126.0,,,
18-05-2020,18-05-2020,Rajasthan,5202,2079,2992.0,131.0,,,
19-05-2020,19-05-2020,Rajasthan,5507,2151,3218.0,138.0,,,
20-05-2020,20-05-2020,Rajasthan,5845,2365,3337.0,143.0,,,
21-05-2020,21-05-2020,Rajasthan,6015,2464,3404.0,147.0,,,
22-05-2020,22-05-2020,Rajasthan,6227,2591,3485.0,151.0,,,
23-05-2020,23-05-2020,Rajasthan,6494,2661,3680.0,153.0,,,
24-05-2020,24-05-2020,Rajasthan,6742,2796,3786.0,160.0,,,
25-05-2020,25-05-2020,Rajasthan,7028,3017,3848.0,163.0,,,
26-05-2020,26-05-2020,Rajasthan,7300,3182,3951.0,167.0,,,
27-05-2020,27-05-2020,Rajasthan,7536,3195,4171.0,170.0,,,
28-05-2020,28-05-2020,Rajasthan,7703,3073,4457.0,173.0,,,
29-05-2020,29-05-2020,Rajasthan,8067,3070,4817.0,180.0,,,
30-05-2020,30-05-2020,Rajasthan,8365,2937,5244.0,184.0,,,
31-05-2020,31-05-2020,Rajasthan,8617,2685,5739.0,193.0,,,
01-06-2020,01-06-2020,Rajasthan,8831,2710,5927.0,194.0,,,
02-06-2020,02-06-2020,Rajasthan,8980,2742,6040.0,198.0,,,
03-06-2020,03-06-2020,Rajasthan,9373,2735,6435.0,203.0,,,
04-06-2020,04-06-2020,Rajasthan,9652,2699,6744.0,209.0,,,
05-06-2020,05-06-2020,Rajasthan,9862,2545,7104.0,213.0,,,
06-06-2020,06-06-2020,Rajasthan,10084,2507,7359.0,218.0,,,
07-06-2020,07-06-2020,Rajasthan,10331,2599,7501.0,231.0,,,
08-06-2020,08-06-2020,Rajasthan,10599,2718,7641.0,240.0,,,
09-06-2020,09-06-2020,Rajasthan,10763,2513,8004.0,246.0,,,
10-06-2020,10-06-2020,Rajasthan,11245,2662,8328.0,255.0,,,
11-06-2020,11-06-2020,Rajasthan,11600,2772,8569.0,259.0,,,
12-06-2020,12-06-2020,Rajasthan,11838,2798,8775.0,265.0,,,
13-06-2020,13-06-2020,Rajasthan,12068,2898,8898.0,272.0,,,
14-06-2020,14-06-2020,Rajasthan,12401,2782,9337.0,282.0,,,
15-06-2020,15-06-2020,Rajasthan,12694,2836,9566.0,292.0,,,
16-06-2020,16-06-2020,Rajasthan,12981,2895,9785.0,301.0,,,
17-06-2020,17-06-2020,Rajasthan,13216,3059,9849.0,308.0,,,
18-06-2020,18-06-2020,Rajasthan,13542,2762,10467.0,313.0,,,
19-06-2020,19-06-2020,Rajasthan,13857,2792,10742.0,323.0,,,
20-06-2020,20-06-2020,Rajasthan,14156,2826,10997.0,333.0,,,
21-06-2020,21-06-2020,Rajasthan,14536,2925,11274.0,337.0,,,
22-06-2020,22-06-2020,Rajasthan,14930,2984,11597.0,349.0,,,
23-06-2020,23-06-2020,Rajasthan,15232,2966,11910.0,356.0,,,
24-06-2020,24-06-2020,Rajasthan,15627,3049,12213.0,365.0,,,
25-06-2020,25-06-2020,Rajasthan,16009,3023,12611.0,375.0,,,
26-06-2020,26-06-2020,Rajasthan,16296,3077,12840.0,379.0,,,
27-06-2020,27-06-2020,Rajasthan,16660,3218,13062.0,380.0,,,
28-06-2020,28-06-2020,Rajasthan,16944,3186,13367.0,391.0,,,
29-06-2020,29-06-2020,Rajasthan,17271,3261,13611.0,399.0,,,
30-06-2020,30-06-2020,Rajasthan,17660,3637,13618.0,405.0,,,
01-07-2020,01-07-2020,Rajasthan,18014,3381,14220.0,413.0,,,
02-07-2020,02-07-2020,Rajasthan,18312,3317,14574.0,421.0,,,
03-07-2020,03-07-2020,Rajasthan,18662,3284,14948.0,430.0,,,
04-07-2020,04-07-2020,Rajasthan,19052,3331,15281.0,440.0,,,
05-07-2020,05-07-2020,Rajasthan,19532,3445,15640.0,447.0,,,
06-07-2020,06-07-2020,Rajasthan,20164,3780,15928.0,456.0,,,
07-07-2020,07-07-2020,Rajasthan,20688,3949,16278.0,461.0,,,
08-07-2020,08-07-2020,Rajasthan,21404,4357,16575.0,472.0,,,
09-07-2020,09-07-2020,Rajasthan,22063,4715,16866.0,482.0,,,
10-07-2020,10-07-2020,Rajasthan,22563,5002,17070.0,491.0,,,
11-07-2020,11-07-2020,Rajasthan,23174,5057,17620.0,497.0,,,
12-07-2020,12-07-2020,Rajasthan,23748,5376,17869.0,503.0,,,
13-07-2020,13-07-2020,Rajasthan,24392,5779,18103.0,510.0,,,
14-07-2020,14-07-2020,Rajasthan,24936,5781,18630.0,525.0,,,
15-07-2020,15-07-2020,Rajasthan,25571,5885,19161.0,525.0,,,
16-07-2020,16-07-2020,Rajasthan,26437,6405,19502.0,530.0,,,
17-07-2020,17-07-2020,Rajasthan,27174,6666,19970.0,538.0,,,
18-07-2020,18-07-2020,Rajasthan,27789,6617,20626.0,546.0,,,
19-07-2020,19-07-2020,Rajasthan,28500,6803,21144.0,553.0,,,
20-07-2020,20-07-2020,Rajasthan,29434,7145,21730.0,559.0,,,
21-07-2020,21-07-2020,Rajasthan,30390,7627,22195.0,568.0,,,
22-07-2020,22-07-2020,Rajasthan,31373,8052,22744.0,577.0,,,
23-07-2020,23-07-2020,Rajasthan,32334,8387,23364.0,583.0,,,
24-07-2020,24-07-2020,Rajasthan,33220,8811,23815.0,594.0,,,
25-07-2020,25-07-2020,Rajasthan,34178,9029,24547.0,602.0,,,
26-07-2020,26-07-2020,Rajasthan,35298,9379,25306.0,613.0,,,
27-07-2020,27-07-2020,Rajasthan,35909,9935,25353.0,621.0,,,
28-07-2020,28-07-2020,Rajasthan,36878,10124,26123.0,631.0,,,
29-07-2020,29-07-2020,Rajasthan,38514,10668,27202.0,644.0,,,
29-07-2020,29-07-2020,Rajasthan,,,,,37796.0,37947.82328676841,37643.28879966575
30-07-2020,30-07-2020,Rajasthan,,,,,38720.0,38973.51398703362,38466.19707009238
31-07-2020,31-07-2020,Rajasthan,,,,,39651.0,40009.498105522274,39292.29880655321
01-08-2020,01-08-2020,Rajasthan,,,,,40589.0,41058.855440370105,40118.51421091254
02-08-2020,02-08-2020,Rajasthan,,,,,41533.0,42122.16668712927,40944.2625876182
03-08-2020,03-08-2020,Rajasthan,,,,,42484.0,43199.419948710616,41769.55583375933
04-08-2020,04-08-2020,Rajasthan,,,,,43443.0,44290.426874327626,42594.58230012247
05-08-2020,05-08-2020,Rajasthan,,,,,44407.0,45394.948581501136,43419.58086918678
06-08-2020,06-08-2020,Rajasthan,,,,,45379.0,46512.73975116543,44244.79686001796
07-08-2020,07-08-2020,Rajasthan,,,,,46357.0,47643.56479545096,45070.465860485565
08-08-2020,08-08-2020,Rajasthan,,,,,47342.0,48787.20338683552,45896.808198111816
09-08-2020,09-08-2020,Rajasthan,,,,,48334.0,49943.45169543207,46724.02770278373
10-08-2020,10-08-2020,Rajasthan,,,,,49332.0,51112.121880632396,47552.31221510954
11-08-2020,11-08-2020,Rajasthan,,,,,50337.0,52293.04091781736,48381.83475970838
12-08-2020,12-08-2020,Rajasthan,,,,,51349.0,53486.049231891055,49212.75491167614
13-08-2020,13-08-2020,Rajasthan,,,,,52368.0,54690.999342668714,50045.2201511976
14-08-2020,14-08-2020,Rajasthan,,,,,53394.0,55907.75460628409,50879.36712213902
15-08-2020,15-08-2020,Rajasthan,,,,,54426.0,57136.188081188666,51715.32276604891
16-08-2020,16-08-2020,Rajasthan,,,,,55465.0,58376.181521976796,52553.20532833289
17-08-2020,17-08-2020,Rajasthan,,,,,56510.0,59627.62449327171,53393.125244367766
18-08-2020,18-08-2020,Rajasthan,,,,,57563.0,60890.413591761186,54235.185917465744
19-08-2020,19-08-2020,Rajasthan,,,,,58622.0,62164.4517635647,55079.48440150734
20-08-2020,20-08-2020,Rajasthan,,,,,59688.0,63449.647704675575,55926.11200049924
21-08-2020,21-08-2020,Rajasthan,,,,,60761.0,64745.915333380784,56775.15479615448
22-08-2020,22-08-2020,Rajasthan,,,,,61840.0,66053.17332489321,57626.69411326015
23-08-2020,23-08-2020,Rajasthan,,,,,62926.0,67371.3446997374,58480.806931291736
24-08-2020,24-08-2020,Rajasthan,,,,,64019.0,68700.35645862356,59337.56624953902
25-08-2020,25-08-2020,Rajasthan,,,,,65119.0,70040.13925759823,60197.04141195543
26-08-2020,26-08-2020,Rajasthan,,,,,66225.0,71390.62711816916,61059.29839703328
24-05-2020,24-05-2020,Sikkim,1,1,0.0,0.0,,,
25-05-2020,25-05-2020,Sikkim,1,1,0.0,0.0,,,
26-05-2020,26-05-2020,Sikkim,1,1,0.0,0.0,,,
27-05-2020,27-05-2020,Sikkim,1,1,0.0,0.0,,,
28-05-2020,28-05-2020,Sikkim,1,1,0.0,0.0,,,
29-05-2020,29-05-2020,Sikkim,1,1,0.0,0.0,,,
30-05-2020,30-05-2020,Sikkim,1,1,0.0,0.0,,,
31-05-2020,31-05-2020,Sikkim,1,1,0.0,0.0,,,
01-06-2020,01-06-2020,Sikkim,1,1,0.0,0.0,,,
02-06-2020,02-06-2020,Sikkim,1,1,0.0,0.0,,,
03-06-2020,03-06-2020,Sikkim,1,1,0.0,0.0,,,
04-06-2020,04-06-2020,Sikkim,2,2,0.0,0.0,,,
05-06-2020,05-06-2020,Sikkim,2,2,0.0,0.0,,,
06-06-2020,06-06-2020,Sikkim,3,3,0.0,0.0,,,
07-06-2020,07-06-2020,Sikkim,7,7,0.0,0.0,,,
08-06-2020,08-06-2020,Sikkim,7,7,0.0,0.0,,,
09-06-2020,09-06-2020,Sikkim,7,7,0.0,0.0,,,
10-06-2020,10-06-2020,Sikkim,13,13,0.0,0.0,,,
11-06-2020,11-06-2020,Sikkim,13,13,0.0,0.0,,,
12-06-2020,12-06-2020,Sikkim,14,12,2.0,0.0,,,
13-06-2020,13-06-2020,Sikkim,63,61,2.0,0.0,,,
14-06-2020,14-06-2020,Sikkim,63,59,4.0,0.0,,,
15-06-2020,15-06-2020,Sikkim,68,64,4.0,0.0,,,
16-06-2020,16-06-2020,Sikkim,68,64,4.0,0.0,,,
17-06-2020,17-06-2020,Sikkim,70,66,4.0,0.0,,,
18-06-2020,18-06-2020,Sikkim,70,66,4.0,0.0,,,
19-06-2020,19-06-2020,Sikkim,70,65,5.0,0.0,,,
20-06-2020,20-06-2020,Sikkim,70,65,5.0,0.0,,,
21-06-2020,21-06-2020,Sikkim,70,45,25.0,0.0,,,
22-06-2020,22-06-2020,Sikkim,78,53,25.0,0.0,,,
23-06-2020,23-06-2020,Sikkim,78,49,29.0,0.0,,,
24-06-2020,24-06-2020,Sikkim,79,50,29.0,0.0,,,
25-06-2020,25-06-2020,Sikkim,84,45,39.0,0.0,,,
26-06-2020,26-06-2020,Sikkim,85,46,39.0,0.0,,,
27-06-2020,27-06-2020,Sikkim,86,47,39.0,0.0,,,
28-06-2020,28-06-2020,Sikkim,87,41,46.0,0.0,,,
29-06-2020,29-06-2020,Sikkim,88,39,49.0,0.0,,,
30-06-2020,30-06-2020,Sikkim,88,38,50.0,0.0,,,
01-07-2020,01-07-2020,Sikkim,89,37,52.0,0.0,,,
02-07-2020,02-07-2020,Sikkim,101,48,53.0,0.0,,,
03-07-2020,03-07-2020,Sikkim,102,49,53.0,0.0,,,
04-07-2020,04-07-2020,Sikkim,102,49,53.0,0.0,,,
05-07-2020,05-07-2020,Sikkim,103,45,58.0,0.0,,,
06-07-2020,06-07-2020,Sikkim,123,62,61.0,0.0,,,
07-07-2020,07-07-2020,Sikkim,125,60,65.0,0.0,,,
08-07-2020,08-07-2020,Sikkim,125,55,70.0,0.0,,,
09-07-2020,09-07-2020,Sikkim,133,62,71.0,0.0,,,
10-07-2020,10-07-2020,Sikkim,134,62,72.0,0.0,,,
11-07-2020,11-07-2020,Sikkim,134,54,80.0,0.0,,,
12-07-2020,12-07-2020,Sikkim,151,71,80.0,0.0,,,
13-07-2020,13-07-2020,Sikkim,153,72,81.0,0.0,,,
14-07-2020,14-07-2020,Sikkim,192,106,86.0,0.0,,,
15-07-2020,15-07-2020,Sikkim,209,122,87.0,0.0,,,
16-07-2020,16-07-2020,Sikkim,220,133,87.0,0.0,,,
17-07-2020,17-07-2020,Sikkim,243,155,88.0,0.0,,,
18-07-2020,18-07-2020,Sikkim,266,176,90.0,0.0,,,
19-07-2020,19-07-2020,Sikkim,275,185,90.0,0.0,,,
20-07-2020,20-07-2020,Sikkim,283,191,92.0,0.0,,,
21-07-2020,21-07-2020,Sikkim,305,213,92.0,0.0,,,
22-07-2020,22-07-2020,Sikkim,330,222,108.0,0.0,,,
23-07-2020,23-07-2020,Sikkim,438,326,112.0,0.0,,,
24-07-2020,24-07-2020,Sikkim,460,338,122.0,0.0,,,
25-07-2020,25-07-2020,Sikkim,477,335,142.0,0.0,,,
26-07-2020,26-07-2020,Sikkim,499,357,142.0,0.0,,,
27-07-2020,27-07-2020,Sikkim,545,397,148.0,0.0,,,
28-07-2020,28-07-2020,Sikkim,555,380,174.0,1.0,,,
29-07-2020,29-07-2020,Sikkim,579,392,186.0,1.0,,,
29-07-2020,29-07-2020,Sikkim,,,,,584.0,612.6605426934456,554.8899014241221
30-07-2020,30-07-2020,Sikkim,,,,,613.0,656.4838727591216,569.5795620040967
31-07-2020,31-07-2020,Sikkim,,,,,643.0,699.2208604787709,586.3181114581814
01-08-2020,01-08-2020,Sikkim,,,,,673.0,741.9518433383341,604.0252123004354
02-08-2020,02-08-2020,Sikkim,,,,,704.0,785.0596419011267,622.3180439675434
03-08-2020,03-08-2020,Sikkim,,,,,735.0,828.7220978048384,641.0187648218154
