S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
1590,06/04/2020,Jammu and Kashmir,106,100,4,2
1591,07/04/2020,Jammu and Kashmir,109,103,4,2
1592,08/04/2020,Jammu and Kashmir,116,110,4,2
1593,09/04/2020,Jammu and Kashmir,158,150,4,4
1594,10/04/2020,Jammu and Kashmir,158,150,4,4
1595,11/04/2020,Jammu and Kashmir,207,197,6,4
1596,12/04/2020,Jammu and Kashmir,207,197,6,4
1597,13/04/2020,Jammu and Kashmir,245,235,6,4
1598,14/04/2020,Jammu and Kashmir,270,250,16,4
1599,15/04/2020,Jammu and Kashmir,278,244,30,4
1600,16/04/2020,Jammu and Kashmir,300,260,36,4
1601,17/04/2020,Jammu and Kashmir,314,272,38,4
1602,18/04/2020,Jammu and Kashmir,328,281,42,5
1603,19/04/2020,Jammu and Kashmir,341,285,51,5
1604,20/04/2020,Jammu and Kashmir,350,289,56,5
1605,21/04/2020,Jammu and Kashmir,368,292,71,5
1606,22/04/2020,Jammu and Kashmir,380,294,81,5
1607,23/04/2020,Jammu and Kashmir,407,310,92,5
1608,24/04/2020,Jammu and Kashmir,427,330,92,5
1609,25/04/2020,Jammu and Kashmir,454,340,109,5
1610,26/04/2020,Jammu and Kashmir,494,376,112,6
1611,27/04/2020,Jammu and Kashmir,523,380,137,6
1612,28/04/2020,Jammu and Kashmir,546,375,164,7
1613,29/04/2020,Jammu and Kashmir,565,381,176,8
1614,30/04/2020,Jammu and Kashmir,581,381,192,8
1615,01/05/2020,Jammu and Kashmir,614,390,216,8
1616,02/05/2020,Jammu and Kashmir,639,384,247,8
1617,03/05/2020,Jammu and Kashmir,666,404,254,8
1618,04/05/2020,Jammu and Kashmir,701,406,287,8
1619,05/05/2020,Jammu and Kashmir,726,415,303,8
1620,06/05/2020,Jammu and Kashmir,741,413,320,8
1621,07/05/2020,Jammu and Kashmir,775,445,322,8
1622,08/05/2020,Jammu and Kashmir,793,449,335,9
1623,09/05/2020,Jammu and Kashmir,823,450,364,9
1624,10/05/2020,Jammu and Kashmir,836,459,368,9
1625,11/05/2020,Jammu and Kashmir,861,469,383,9
1626,12/05/2020,Jammu and Kashmir,879,442,427,10
1627,13/05/2020,Jammu and Kashmir,934,469,455,10
1628,14/05/2020,Jammu and Kashmir,971,494,466,11
1629,15/05/2020,Jammu and Kashmir,983,487,485,11
1630,16/05/2020,Jammu and Kashmir,1013,489,513,11
1631,17/05/2020,Jammu and Kashmir,1121,567,542,12
1632,18/05/2020,Jammu and Kashmir,1183,595,575,13
1633,19/05/2020,Jammu and Kashmir,1289,665,609,15
1634,20/05/2020,Jammu and Kashmir,1317,647,653,17
1635,21/05/2020,Jammu and Kashmir,1390,694,678,18
1636,22/05/2020,Jammu and Kashmir,1449,745,684,20
1637,23/05/2020,Jammu and Kashmir,1489,749,720,20
1638,24/05/2020,Jammu and Kashmir,1569,774,774,21
1639,25/05/2020,Jammu and Kashmir,1621,791,809,21
1640,26/05/2020,Jammu and Kashmir,1668,836,809,23
1641,27/05/2020,Jammu and Kashmir,1759,902,833,24
1642,28/05/2020,Jammu and Kashmir,1921,1041,854,26
1643,29/05/2020,Jammu and Kashmir,2036,1150,859,27
1644,30/05/2020,Jammu and Kashmir,2164,1261,875,28
1645,31/05/2020,Jammu and Kashmir,2341,1405,908,28
1646,01/06/2020,Jammu and Kashmir,2446,1491,927,28
1647,02/06/2020,Jammu and Kashmir,2601,1624,946,31
1648,03/06/2020,Jammu and Kashmir,2718,1732,953,33
1649,04/06/2020,Jammu and Kashmir,2857,1816,1007,34
1650,05/06/2020,Jammu and Kashmir,3142,2059,1048,35
1651,06/06/2020,Jammu and Kashmir,3324,2202,1086,36
1652,07/06/2020,Jammu and Kashmir,3467,2302,1126,39
1653,08/06/2020,Jammu and Kashmir,4087,2830,1216,41
1654,09/06/2020,Jammu and Kashmir,4285,2916,1324,45
1655,10/06/2020,Jammu and Kashmir,4346,2792,1506,48
1656,11/06/2020,Jammu and Kashmir,4507,2785,1671,51
1657,12/06/2020,Jammu and Kashmir,4574,2702,1820,52
1658,13/06/2020,Jammu and Kashmir,4730,2591,2086,53
1659,14/06/2020,Jammu and Kashmir,4878,2554,2269,55
1660,15/06/2020,Jammu and Kashmir,5041,2593,2389,59
1661,16/06/2020,Jammu and Kashmir,5220,2554,2604,62
1662,17/06/2020,Jammu and Kashmir,5298,2454,2781,63
1663,18/06/2020,Jammu and Kashmir,5406,2427,2914,65
1664,19/06/2020,Jammu and Kashmir,5555,2340,3144,71
1665,20/06/2020,Jammu and Kashmir,5680,2411,3194,75
1666,21/06/2020,Jammu and Kashmir,5834,2417,3336,81
1667,22/06/2020,Jammu and Kashmir,5956,2492,3382,82
1668,23/06/2020,Jammu and Kashmir,6088,2472,3531,85
1669,24/06/2020,Jammu and Kashmir,6236,2507,3642,87
1670,25/06/2020,Jammu and Kashmir,6422,2516,3818,88
1671,26/06/2020,Jammu and Kashmir,6549,2492,3967,90
1672,27/06/2020,Jammu and Kashmir,6762,2591,4080,91
1673,28/06/2020,Jammu and Kashmir,6966,2648,4225,93
1674,29/06/2020,Jammu and Kashmir,7093,2683,4316,94
1675,30/06/2020,Jammu and Kashmir,7237,2557,4585,95
1676,01/07/2020,Jammu and Kashmir,7497,2674,4722,101
1677,02/07/2020,Jammu and Kashmir,7695,2734,4856,105
1678,03/07/2020,Jammu and Kashmir,7849,2760,4974,115
1679,04/07/2020,Jammu and Kashmir,8019,2825,5075,119
1680,05/07/2020,Jammu and Kashmir,8246,2976,5143,127
1681,06/07/2020,Jammu and Kashmir,8429,3042,5255,132
1682,07/07/2020,Jammu and Kashmir,8675,3219,5318,138
1683,08/07/2020,Jammu and Kashmir,8931,3389,5399,143
1684,09/07/2020,Jammu and Kashmir,9261,3545,5567,149
1685,10/07/2020,Jammu and Kashmir,9501,3652,5695,154
1686,11/07/2020,Jammu and Kashmir,9888,3943,5786,159
1687,12/07/2020,Jammu and Kashmir,10156,4092,5895,169
1688,13/07/2020,Jammu and Kashmir,10513,4355,5979,179
1689,02/04/2020,Jharkhand,1,1,0,0
1690,03/04/2020,Jharkhand,2,2,0,0
1691,04/04/2020,Jharkhand,2,2,0,0
1692,05/04/2020,Jharkhand,2,2,0,0
1693,06/04/2020,Jharkhand,3,3,0,0
1694,07/04/2020,Jharkhand,4,4,0,0
1695,08/04/2020,Jharkhand,4,4,0,0
1696,09/04/2020,Jharkhand,4,4,0,0
1697,10/04/2020,Jharkhand,13,12,0,1
1698,11/04/2020,Jharkhand,14,13,0,1
1699,12/04/2020,Jharkhand,17,16,0,1
1700,13/04/2020,Jharkhand,19,17,0,2
1701,14/04/2020,Jharkhand,24,22,0,2
1702,15/04/2020,Jharkhand,27,25,0,2
1703,16/04/2020,Jharkhand,28,26,0,2
1704,17/04/2020,Jharkhand,28,26,0,2
1705,18/04/2020,Jharkhand,33,31,0,2
1706,19/04/2020,Jharkhand,34,32,0,2
1707,20/04/2020,Jharkhand,42,40,0,2
1708,21/04/2020,Jharkhand,46,44,0,2
1709,22/04/2020,Jharkhand,45,42,0,3
1710,23/04/2020,Jharkhand,49,38,8,3
1711,24/04/2020,Jharkhand,53,42,8,3
1712,25/04/2020,Jharkhand,57,46,8,3
1713,26/04/2020,Jharkhand,67,51,13,3
1714,27/04/2020,Jharkhand,82,66,13,3
1715,28/04/2020,Jharkhand,82,66,13,3
1716,29/04/2020,Jharkhand,103,83,17,3
1717,30/04/2020,Jharkhand,107,85,19,3
1718,01/05/2020,Jharkhand,109,86,20,3
1719,02/05/2020,Jharkhand,111,88,20,3
1720,03/05/2020,Jharkhand,115,90,22,3
1721,04/05/2020,Jharkhand,115,90,22,3
1722,05/05/2020,Jharkhand,115,85,27,3
1723,06/05/2020,Jharkhand,125,89,33,3
1724,07/05/2020,Jharkhand,127,87,37,3
1725,08/05/2020,Jharkhand,132,88,41,3
1726,09/05/2020,Jharkhand,132,77,52,3
1727,10/05/2020,Jharkhand,156,75,78,3
1728,11/05/2020,Jharkhand,157,76,78,3
1729,12/05/2020,Jharkhand,160,79,78,3
1730,13/05/2020,Jharkhand,172,90,79,3
1731,14/05/2020,Jharkhand,173,91,79,3
1732,15/05/2020,Jharkhand,197,107,87,3
1733,16/05/2020,Jharkhand,203,113,87,3
1734,17/05/2020,Jharkhand,217,101,113,3
1735,18/05/2020,Jharkhand,223,107,113,3
1736,19/05/2020,Jharkhand,223,107,113,3
1737,20/05/2020,Jharkhand,231,101,127,3
1738,21/05/2020,Jharkhand,231,101,127,3
1739,22/05/2020,Jharkhand,290,158,129,3
1740,23/05/2020,Jharkhand,308,169,136,3
1741,24/05/2020,Jharkhand,350,205,141,4
1742,25/05/2020,Jharkhand,370,218,148,4
1743,26/05/2020,Jharkhand,377,225,148,4
1744,27/05/2020,Jharkhand,426,247,175,4
1745,28/05/2020,Jharkhand,448,259,185,4
1746,29/05/2020,Jharkhand,469,253,212,4
1747,30/05/2020,Jharkhand,511,290,216,5
1748,31/05/2020,Jharkhand,563,302,256,5
1749,01/06/2020,Jharkhand,610,349,256,5
1750,02/06/2020,Jharkhand,659,358,296,5
1751,03/06/2020,Jharkhand,712,387,320,5
1752,04/06/2020,Jharkhand,752,426,321,5
1753,05/06/2020,Jharkhand,793,433,354,6
1754,06/06/2020,Jharkhand,881,464,410,7
1755,07/06/2020,Jharkhand,1000,520,473,7
1756,08/06/2020,Jharkhand,1099,602,490,7
1757,09/06/2020,Jharkhand,1256,730,519,7
1758,10/06/2020,Jharkhand,1411,844,559,8
1759,11/06/2020,Jharkhand,1489,889,592,8
1760,12/06/2020,Jharkhand,1599,961,630,8
1761,13/06/2020,Jharkhand,1617,937,672,8
1762,14/06/2020,Jharkhand,1711,887,816,8
1763,15/06/2020,Jharkhand,1745,832,905,8
1764,16/06/2020,Jharkhand,1763,850,905,8
1765,17/06/2020,Jharkhand,1839,709,1121,9
1766,18/06/2020,Jharkhand,1895,734,1151,10
1767,19/06/2020,Jharkhand,1920,711,1198,11
1768,20/06/2020,Jharkhand,1965,622,1332,11
1769,21/06/2020,Jharkhand,1965,619,1335,11
1770,22/06/2020,Jharkhand,2073,656,1406,11
1771,23/06/2020,Jharkhand,2137,657,1469,11
1772,24/06/2020,Jharkhand,2185,654,1520,11
1773,25/06/2020,Jharkhand,2207,626,1570,11
1774,26/06/2020,Jharkhand,2262,645,1605,12
1775,27/06/2020,Jharkhand,2290,635,1643,12
1776,28/06/2020,Jharkhand,2339,603,1724,12
1777,29/06/2020,Jharkhand,2364,559,1793,12
1778,30/06/2020,Jharkhand,2426,566,1845,15
1779,01/07/2020,Jharkhand,2490,591,1884,15
1780,02/07/2020,Jharkhand,2521,575,1931,15
1781,03/07/2020,Jharkhand,2584,586,1983,15
1782,04/07/2020,Jharkhand,2695,679,2001,15
1783,05/07/2020,Jharkhand,2739,687,2035,17
1784,06/07/2020,Jharkhand,2781,717,2045,19
1785,07/07/2020,Jharkhand,2847,759,2068,20
1786,08/07/2020,Jharkhand,2996,870,2104,22
1787,09/07/2020,Jharkhand,3096,904,2170,22
1788,10/07/2020,Jharkhand,3246,1015,2208,23
1789,11/07/2020,Jharkhand,3419,1172,2224,23
1790,12/07/2020,Jharkhand,3613,1347,2243,23
1791,13/07/2020,Jharkhand,3756,1418,2308,30
1792,12/03/2020,Karnataka,4,4,0,0
1793,13/03/2020,Karnataka,5,4,0,1
1794,14/03/2020,Karnataka,6,5,0,1
1795,15/03/2020,Karnataka,6,5,0,1
1796,16/03/2020,Karnataka,6,5,0,1
1797,17/03/2020,Karnataka,11,10,0,1
1798,18/03/2020,Karnataka,11,10,0,1
1799,19/03/2020,Karnataka,14,13,0,1
1800,20/03/2020,Karnataka,15,14,0,1
1801,21/03/2020,Karnataka,15,13,1,1
1802,22/03/2020,Karnataka,26,23,2,1
1803,23/03/2020,Karnataka,33,30,2,1
1804,24/03/2020,Karnataka,37,34,2,1
1805,25/03/2020,Karnataka,37,33,3,1
1806,26/03/2020,Karnataka,41,37,3,1
1807,27/03/2020,Karnataka,55,50,3,2
1808,28/03/2020,Karnataka,55,50,3,2
1809,29/03/2020,Karnataka,76,68,5,3
1810,30/03/2020,Karnataka,80,72,5,3
1811,31/03/2020,Karnataka,83,75,5,3
1812,01/04/2020,Karnataka,101,90,8,3
1813,02/04/2020,Karnataka,110,98,9,3
1814,03/04/2020,Karnataka,124,111,10,3
1815,04/04/2020,Karnataka,128,113,12,3
1816,05/04/2020,Karnataka,144,128,12,4
1817,06/04/2020,Karnataka,151,135,12,4
1818,07/04/2020,Karnataka,151,135,12,4
1819,08/04/2020,Karnataka,175,146,25,4
1820,09/04/2020,Karnataka,181,148,28,5
1821,10/04/2020,Karnataka,181,148,28,5
1822,11/04/2020,Karnataka,207,170,31,6
1823,12/04/2020,Karnataka,214,171,37,6
1824,13/04/2020,Karnataka,232,169,57,6
1825,14/04/2020,Karnataka,247,182,59,6
1826,15/04/2020,Karnataka,260,179,71,10
1827,16/04/2020,Karnataka,279,187,80,12
1828,17/04/2020,Karnataka,315,220,82,13
1829,18/04/2020,Karnataka,359,257,89,13
1830,19/04/2020,Karnataka,384,266,104,14
1831,20/04/2020,Karnataka,390,263,111,16
1832,21/04/2020,Karnataka,408,280,112,16
1833,22/04/2020,Karnataka,418,272,129,17
1834,23/04/2020,Karnataka,427,279,131,17
1835,24/04/2020,Karnataka,445,283,145,17
1836,25/04/2020,Karnataka,474,304,152,18
1837,26/04/2020,Karnataka,500,324,158,18
1838,27/04/2020,Karnataka,503,302,182,19
1839,28/04/2020,Karnataka,512,299,193,20
1840,29/04/2020,Karnataka,523,296,207,20
1841,30/04/2020,Karnataka,535,298,216,21
1842,01/05/2020,Karnataka,565,315,229,21
1843,02/05/2020,Karnataka,589,316,251,22
1844,03/05/2020,Karnataka,601,305,271,25
1845,04/05/2020,Karnataka,614,296,293,25
1846,05/05/2020,Karnataka,651,303,321,27
1847,06/05/2020,Karnataka,671,311,331,29
1848,07/05/2020,Karnataka,693,310,354,29
1849,08/05/2020,Karnataka,705,309,366,30
1850,09/05/2020,Karnataka,753,347,376,30
1851,10/05/2020,Karnataka,794,378,386,30
1852,11/05/2020,Karnataka,848,393,424,31
1853,12/05/2020,Karnataka,862,405,426,31
1854,13/05/2020,Karnataka,925,461,433,31
1855,14/05/2020,Karnataka,959,475,451,33
1856,15/05/2020,Karnataka,987,492,460,35
1857,16/05/2020,Karnataka,1056,540,480,36
1858,17/05/2020,Karnataka,1092,560,496,36
1859,18/05/2020,Karnataka,1147,601,509,37
1860,19/05/2020,Karnataka,1246,679,530,37
1861,20/05/2020,Karnataka,1397,813,544,40
1862,21/05/2020,Karnataka,1462,865,556,41
1863,22/05/2020,Karnataka,1605,993,571,41
1864,23/05/2020,Karnataka,1743,1105,597,41
1865,24/05/2020,Karnataka,1959,1309,608,42
1866,25/05/2020,Karnataka,2089,1393,654,42
1867,26/05/2020,Karnataka,2182,1433,705,44
1868,27/05/2020,Karnataka,2283,1491,748,44
1869,28/05/2020,Karnataka,2418,1590,781,47
1870,29/05/2020,Karnataka,2533,1652,834,47
1871,30/05/2020,Karnataka,2781,1839,894,48
1872,31/05/2020,Karnataka,2922,1877,997,48
1873,01/06/2020,Karnataka,3221,1952,1218,51
1874,02/06/2020,Karnataka,3408,2028,1328,52
1875,03/06/2020,Karnataka,3796,2341,1403,52
1876,04/06/2020,Karnataka,4063,2496,1514,53
1877,05/06/2020,Karnataka,4320,2653,1610,57
1878,06/06/2020,Karnataka,4835,3090,1688,57
1879,07/06/2020,Karnataka,5213,3186,1968,59
1880,08/06/2020,Karnataka,5452,3259,2132,61
1881,09/06/2020,Karnataka,5760,3177,2519,64
1882,10/06/2020,Karnataka,5921,3251,2604,66
1883,11/06/2020,Karnataka,6041,3110,2862,69
1884,12/06/2020,Karnataka,6245,3196,2977,72
1885,13/06/2020,Karnataka,6516,2997,3440,79
1886,14/06/2020,Karnataka,6824,3095,3648,81
1887,15/06/2020,Karnataka,7000,2959,3955,86
1888,16/06/2020,Karnataka,7213,2989,4135,89
1889,17/06/2020,Karnataka,7530,2980,4456,94
1890,18/06/2020,Karnataka,7734,2828,4804,102
1891,19/06/2020,Karnataka,7944,2847,4983,114
1892,20/06/2020,Karnataka,8281,2947,5210,124
1893,21/06/2020,Karnataka,8697,3174,5391,132
1894,22/06/2020,Karnataka,9150,3395,5618,137
1895,23/06/2020,Karnataka,9399,3527,5730,142
1896,24/06/2020,Karnataka,9721,3567,6004,150
1897,25/06/2020,Karnataka,10118,3803,6151,164
1898,26/06/2020,Karnataka,10560,3720,6670,170
1899,27/06/2020,Karnataka,11005,3909,6916,180
1900,28/06/2020,Karnataka,11923,4445,7287,191
1901,29/06/2020,Karnataka,13190,5476,7507,207
1902,30/06/2020,Karnataka,14295,6386,7683,226
1903,01/07/2020,Karnataka,15242,7078,7918,246
1904,02/07/2020,Karnataka,16514,8198,8063,253
1905,03/07/2020,Karnataka,18016,9410,8334,272
1906,04/07/2020,Karnataka,19710,10612,8805,293
1907,05/07/2020,Karnataka,21549,11970,9244,335
1908,06/07/2020,Karnataka,23474,13255,9847,372
1909,07/07/2020,Karnataka,25317,14389,10527,401
1910,08/07/2020,Karnataka,26815,15301,11098,416
1911,09/07/2020,Karnataka,28877,16531,11876,470
1912,10/07/2020,Karnataka,31105,17786,12833,486
1913,11/07/2020,Karnataka,33418,19039,13836,543
1914,12/07/2020,Karnataka,36216,20887,14716,613
1915,13/07/2020,Karnataka,38843,22750,15409,684
1916,12/03/2020,Kerala,17,14,3,0
1917,13/03/2020,Kerala,17,14,3,0
1918,14/03/2020,Kerala,19,16,3,0
1919,15/03/2020,Kerala,22,19,3,0
1920,16/03/2020,Kerala,23,20,3,0
1921,17/03/2020,Kerala,26,23,3,0
1922,18/03/2020,Kerala,27,24,3,0
1923,19/03/2020,Kerala,27,24,3,0
1924,20/03/2020,Kerala,28,25,3,0
1925,21/03/2020,Kerala,40,37,3,0
1926,22/03/2020,Kerala,52,49,3,0
1927,23/03/2020,Kerala,67,64,3,0
1928,24/03/2020,Kerala,95,91,4,0
1929,25/03/2020,Kerala,95,91,4,0
1930,26/03/2020,Kerala,118,114,4,0
1931,27/03/2020,Kerala,137,126,11,0
1932,28/03/2020,Kerala,176,165,11,0
1933,29/03/2020,Kerala,182,166,15,1
1934,30/03/2020,Kerala,194,174,19,1
1935,31/03/2020,Kerala,234,214,19,1
1936,01/04/2020,Kerala,241,216,23,2
1937,02/04/2020,Kerala,265,238,25,2
1938,03/04/2020,Kerala,286,257,27,2
1939,04/04/2020,Kerala,295,252,41,2
1940,05/04/2020,Kerala,306,255,49,2
1941,06/04/2020,Kerala,314,257,55,2
1942,07/04/2020,Kerala,327,267,58,2
1943,08/04/2020,Kerala,336,264,70,2
1944,09/04/2020,Kerala,345,260,83,2
1945,10/04/2020,Kerala,357,259,96,2
1946,11/04/2020,Kerala,364,239,123,2
1947,12/04/2020,Kerala,364,239,123,2
1948,13/04/2020,Kerala,376,195,179,2
1949,14/04/2020,Kerala,379,178,198,3
1950,15/04/2020,Kerala,387,173,211,3
1951,16/04/2020,Kerala,388,167,218,3
1952,17/04/2020,Kerala,395,147,245,3
1953,18/04/2020,Kerala,396,138,255,3
1954,19/04/2020,Kerala,400,140,257,3
1955,20/04/2020,Kerala,402,129,270,3
1956,21/04/2020,Kerala,408,114,291,3
1957,22/04/2020,Kerala,427,117,307,3
1958,23/04/2020,Kerala,438,112,323,3
1959,24/04/2020,Kerala,447,120,324,3
1960,25/04/2020,Kerala,450,116,331,3
1961,26/04/2020,Kerala,457,115,338,4
1962,27/04/2020,Kerala,458,116,338,4
1963,28/04/2020,Kerala,481,122,355,4
1964,29/04/2020,Kerala,485,122,359,4
1965,30/04/2020,Kerala,495,122,369,4
1966,01/05/2020,Kerala,497,110,383,4
1967,02/05/2020,Kerala,497,101,392,4
1968,03/05/2020,Kerala,499,95,400,4
1969,04/05/2020,Kerala,500,95,401,4
1970,05/05/2020,Kerala,500,34,462,4
1971,06/05/2020,Kerala,502,36,462,4
1972,07/05/2020,Kerala,503,30,469,4
1973,08/05/2020,Kerala,503,25,474,4
1974,09/05/2020,Kerala,503,15,484,4
1975,10/05/2020,Kerala,505,16,485,4
1976,11/05/2020,Kerala,512,19,489,4
1977,12/05/2020,Kerala,519,26,489,4
1978,13/05/2020,Kerala,524,31,489,4
1979,14/05/2020,Kerala,534,40,490,4
1980,15/05/2020,Kerala,560,65,491,4
1981,16/05/2020,Kerala,576,80,492,4
1982,17/05/2020,Kerala,587,88,495,4
1983,18/05/2020,Kerala,601,100,497,4
1984,19/05/2020,Kerala,630,129,497,4
1985,20/05/2020,Kerala,642,141,497,4
1986,21/05/2020,Kerala,666,160,502,4
1987,22/05/2020,Kerala,690,176,510,4
1988,23/05/2020,Kerala,732,216,512,4
1989,24/05/2020,Kerala,795,276,515,4
1990,25/05/2020,Kerala,847,322,521,4
1991,26/05/2020,Kerala,896,359,532,5
1992,27/05/2020,Kerala,963,415,542,6
1993,28/05/2020,Kerala,1004,445,552,7
1994,29/05/2020,Kerala,1088,526,555,7
1995,30/05/2020,Kerala,1150,577,565,8
1996,31/05/2020,Kerala,1208,624,575,9
1997,01/06/2020,Kerala,1269,670,590,9
1998,02/06/2020,Kerala,1326,708,608,10
1999,03/06/2020,Kerala,1412,774,627,11
2000,04/06/2020,Kerala,1494,832,651,11
2001,05/06/2020,Kerala,1588,884,690,14
2002,06/06/2020,Kerala,1699,973,712,14
2003,07/06/2020,Kerala,1807,1030,762,15
2004,08/06/2020,Kerala,1914,1096,803,15
2005,09/06/2020,Kerala,2005,1175,814,16
2006,10/06/2020,Kerala,2096,1232,848,16
2007,11/06/2020,Kerala,2161,1238,905,18
2008,12/06/2020,Kerala,2244,1258,968,18
2009,13/06/2020,Kerala,2322,1303,1000,19
2010,14/06/2020,Kerala,2407,1342,1046,19
2011,15/06/2020,Kerala,2461,1340,1102,19
2012,16/06/2020,Kerala,2543,1348,1175,20
2013,17/06/2020,Kerala,2622,1366,1236,20
2014,18/06/2020,Kerala,2697,1351,1326,20
2015,19/06/2020,Kerala,2794,1358,1415,21
2016,20/06/2020,Kerala,2912,1380,1511,21
2017,21/06/2020,Kerala,3039,1450,1568,21
2018,22/06/2020,Kerala,3172,1490,1661,21
2019,23/06/2020,Kerala,3310,1540,1749,21
2020,24/06/2020,Kerala,3451,1620,1809,22
2021,25/06/2020,Kerala,3603,1693,1888,22
2022,26/06/2020,Kerala,3726,1761,1943,22
2023,27/06/2020,Kerala,3876,1846,2008,22
2024,28/06/2020,Kerala,4071,1939,2110,22
2025,29/06/2020,Kerala,4189,2015,2152,22
2026,30/06/2020,Kerala,4189,2015,2152,22
2027,01/07/2020,Kerala,4442,2112,2306,24
2028,02/07/2020,Kerala,4593,2130,2439,24
2029,03/07/2020,Kerala,4753,2088,2640,25
2030,04/07/2020,Kerala,4964,2098,2841,25
2031,05/07/2020,Kerala,5204,2131,3048,25
2032,06/07/2020,Kerala,5429,2230,3174,25
2033,07/07/2020,Kerala,5622,2254,3341,27
2034,08/07/2020,Kerala,5894,2415,3452,27
2035,09/07/2020,Kerala,6195,2609,3559,27
2036,10/07/2020,Kerala,6534,2799,3708,27
2037,11/07/2020,Kerala,6950,3103,3820,27
2038,12/07/2020,Kerala,7438,3446,3963,29
2039,13/07/2020,Kerala,7873,3747,4095,31
2040,12/03/2020,Ladakh,3,3,0,0
2041,13/03/2020,Ladakh,3,3,0,0
2042,14/03/2020,Ladakh,3,3,0,0
2043,15/03/2020,Ladakh,3,3,0,0
2044,16/03/2020,Ladakh,4,4,0,0
2045,17/03/2020,Ladakh,6,6,0,0
2046,18/03/2020,Ladakh,8,8,0,0
2047,19/03/2020,Ladakh,8,8,0,0
2048,20/03/2020,Ladakh,10,10,0,0
2049,21/03/2020,Ladakh,13,13,0,0
2050,22/03/2020,Ladakh,13,13,0,0
2051,23/03/2020,Ladakh,13,13,0,0
2052,24/03/2020,Ladakh,13,13,0,0
2053,25/03/2020,Ladakh,13,13,0,0
2054,26/03/2020,Ladakh,13,13,0,0
2055,27/03/2020,Ladakh,13,10,3,0
2056,28/03/2020,Ladakh,13,10,3,0
2057,29/03/2020,Ladakh,13,10,3,0
2058,30/03/2020,Ladakh,13,10,3,0
2059,31/03/2020,Ladakh,13,10,3,0
2060,01/04/2020,Ladakh,13,10,3,0
2061,02/04/2020,Ladakh,13,10,3,0
2062,03/04/2020,Ladakh,14,11,3,0
2063,04/04/2020,Ladakh,14,11,3,0
2064,05/04/2020,Ladakh,14,4,10,0
2065,06/04/2020,Ladakh,14,4,10,0
2066,07/04/2020,Ladakh,14,4,10,0
2067,08/04/2020,Ladakh,14,4,10,0
2068,09/04/2020,Ladakh,14,4,10,0
2069,10/04/2020,Ladakh,15,5,10,0
2070,11/04/2020,Ladakh,15,5,10,0
2071,12/04/2020,Ladakh,15,5,10,0
2072,13/04/2020,Ladakh,15,5,10,0
2073,14/04/2020,Ladakh,15,5,10,0
2074,15/04/2020,Ladakh,17,7,10,0
2075,16/04/2020,Ladakh,17,7,10,0
2076,17/04/2020,Ladakh,18,4,14,0
2077,18/04/2020,Ladakh,18,4,14,0
2078,19/04/2020,Ladakh,18,4,14,0
2079,20/04/2020,Ladakh,18,4,14,0
2080,21/04/2020,Ladakh,18,4,14,0
2081,22/04/2020,Ladakh,18,4,14,0
2082,23/04/2020,Ladakh,18,4,14,0
2083,24/04/2020,Ladakh,18,4,14,0
2084,25/04/2020,Ladakh,20,6,14,0
2085,26/04/2020,Ladakh,20,6,14,0
2086,27/04/2020,Ladakh,20,6,14,0
2087,28/04/2020,Ladakh,20,6,14,0
2088,29/04/2020,Ladakh,22,6,16,0
2089,30/04/2020,Ladakh,22,6,16,0
2090,01/05/2020,Ladakh,22,6,16,0
2091,02/05/2020,Ladakh,22,5,17,0
2092,03/05/2020,Ladakh,22,5,17,0
2093,04/05/2020,Ladakh,41,24,17,0
2094,05/05/2020,Ladakh,41,24,17,0
2095,06/05/2020,Ladakh,41,24,17,0
2096,07/05/2020,Ladakh,41,24,17,0
2097,08/05/2020,Ladakh,42,25,17,0
2098,09/05/2020,Ladakh,42,25,17,0
2099,10/05/2020,Ladakh,42,25,17,0
2100,11/05/2020,Ladakh,42,21,21,0
2101,12/05/2020,Ladakh,42,21,21,0
2102,13/05/2020,Ladakh,42,21,21,0
2103,14/05/2020,Ladakh,43,21,22,0
2104,15/05/2020,Ladakh,43,21,22,0
2105,16/05/2020,Ladakh,43,21,22,0
2106,17/05/2020,Ladakh,43,21,22,0
2107,18/05/2020,Ladakh,43,19,24,0
2108,19/05/2020,Ladakh,43,2,41,0
2109,20/05/2020,Ladakh,43,0,43,0
2110,21/05/2020,Ladakh,44,1,43,0
2111,22/05/2020,Ladakh,44,1,43,0
2112,23/05/2020,Ladakh,44,1,43,0
2113,24/05/2020,Ladakh,49,6,43,0
2114,25/05/2020,Ladakh,52,9,43,0
2115,26/05/2020,Ladakh,52,9,43,0
2116,27/05/2020,Ladakh,53,10,43,0
2117,28/05/2020,Ladakh,53,10,43,0
2118,29/05/2020,Ladakh,73,30,43,0
2119,30/05/2020,Ladakh,74,31,43,0
2120,31/05/2020,Ladakh,74,31,43,0
2121,01/06/2020,Ladakh,74,31,43,0
2122,02/06/2020,Ladakh,77,34,43,0
2123,03/06/2020,Ladakh,81,33,47,1
2124,04/06/2020,Ladakh,90,41,48,1
2125,05/06/2020,Ladakh,90,41,48,1
2126,06/06/2020,Ladakh,97,48,48,1
2127,07/06/2020,Ladakh,99,50,48,1
2128,08/06/2020,Ladakh,103,52,50,1
2129,09/06/2020,Ladakh,103,50,52,1
2130,10/06/2020,Ladakh,108,55,52,1
